order_id,customer_id,order_date,region_id,channel,status
1715,494,2026-05-21,1,Online,Completed
1716,441,2026-03-29,4,Online,Completed
1717,170,2026-01-21,2,Retail Store,Cancelled
1718,36,2025-11-24,4,Online,Completed
1719,414,2026-05-08,5,Retail Store,Completed
1720,690,2025-01-01,2,Wholesale,Completed
1721,570,2025-01-29,5,Online,Returned
1722,340,2026-04-18,2,Wholesale,Returned
1723,708,2025-09-04,1,Retail Store,Completed
1724,237,2025-04-05,1,Retail Store,Completed
1725,610,2025-11-06,3,Online,Cancelled
1726,217,2025-08-13,4,Online,Completed
1727,318,2025-06-01,1,Wholesale,Completed
1728,138,2024-05-11,1,Online,Completed
1729,570,2024-09-13,5,Retail Store,Completed
1730,237,2025-04-01,1,Wholesale,Completed
1731,622,2025-03-29,3,Retail Store,Completed
1732,248,2025-01-03,3,Online,Completed
1733,9,2024-11-27,5,Online,Cancelled
1734,318,2026-06-16,1,Online,Cancelled
1735,703,2024-11-06,2,Retail Store,Completed
1736,494,2026-05-06,1,Online,Completed
1737,638,2025-04-18,2,Online,Completed
1738,653,2024-01-13,3,Online,Cancelled
1739,349,2026-04-25,4,Retail Store,Completed
1740,668,2025-03-19,2,Online,Completed
1741,510,2025-06-22,2,Retail Store,Completed
1742,717,2024-05-12,3,Retail Store,Returned
1743,156,2026-04-05,1,Retail Store,Completed
1744,622,2024-04-17,3,Retail Store,Completed
1745,383,2025-06-12,4,Online,Completed
1746,26,2026-03-05,4,Online,Completed
1747,363,2026-04-16,3,Online,Completed
1748,792,2024-12-25,5,Wholesale,Returned
1749,645,2025-12-13,2,Retail Store,Completed
1750,46,2025-08-13,2,Online,Completed
1751,722,2025-04-21,4,Online,Completed
1752,28,2025-03-16,3,Retail Store,Completed
1753,519,2025-08-15,5,Wholesale,Completed
1754,92,2026-03-12,1,Retail Store,Completed
1755,124,2026-04-02,5,Online,Completed
1756,322,2025-11-25,4,Wholesale,Completed
1757,159,2025-07-25,5,Wholesale,Returned
1758,712,2024-10-29,2,Retail Store,Completed
1759,43,2025-06-21,4,Online,Completed
1760,536,2025-03-11,3,Retail Store,Cancelled
1761,270,2025-03-28,3,Wholesale,Completed
1762,74,2025-04-27,2,Wholesale,Completed
1763,239,2025-07-13,3,Online,Returned
1764,657,2025-08-02,5,Online,Completed
1765,215,2025-08-01,2,Retail Store,Completed
1766,289,2026-06-20,3,Online,Returned
1767,717,2024-12-20,3,Online,Completed
1768,413,2025-11-21,1,Online,Completed
1769,674,2024-06-08,2,Retail Store,Cancelled
1770,544,2025-06-05,2,Online,Completed
1771,732,2025-05-08,3,Retail Store,Returned
1772,104,2025-11-26,4,Retail Store,Completed
1773,320,2024-12-08,1,Online,Completed
1774,47,2025-10-30,4,Retail Store,Returned
1775,176,2024-04-02,2,Online,Returned
1776,398,2026-02-06,3,Wholesale,Completed
1777,479,2024-04-06,5,Retail Store,Completed
1778,439,2025-03-06,1,Retail Store,Completed
1779,25,2025-04-02,5,Retail Store,Returned
1780,570,2024-06-07,5,Online,Completed
1781,613,2025-10-05,1,Online,Returned
1782,297,2026-06-26,3,Online,Cancelled
1783,249,2026-01-29,2,Online,Cancelled
1784,428,2025-10-15,1,Online,Completed
1785,353,2026-02-07,4,Retail Store,Cancelled
1786,696,2025-07-02,2,Retail Store,Completed
1787,104,2024-12-15,4,Online,Completed
1788,751,2026-05-30,4,Retail Store,Cancelled
1789,109,2025-06-09,4,Online,Returned
1790,358,2024-01-15,4,Online,Completed
1791,460,2026-05-24,4,Online,Cancelled
1792,390,2026-05-09,3,Online,Returned
1793,489,2024-12-22,4,Retail Store,Completed
1794,722,2026-04-02,4,Retail Store,Cancelled
1795,441,2024-06-17,4,Online,Completed
1796,79,2025-12-07,4,Online,Completed
1797,510,2024-12-16,2,Online,Completed
1798,168,2025-12-22,3,Retail Store,Completed
1799,262,2025-03-08,5,Online,Completed
1800,11,2026-04-21,2,Online,Completed
1801,490,2026-06-28,1,Online,Returned
1802,102,2026-04-01,2,Online,Completed
1803,461,2026-01-25,4,Online,Completed
1804,270,2025-07-22,3,Online,Returned
1805,638,2026-04-08,2,Retail Store,Completed
1806,80,2024-01-28,2,Online,Completed
1807,526,2026-04-23,4,Retail Store,Completed
1808,76,2026-04-08,2,Retail Store,Cancelled
1809,239,2025-07-09,3,Retail Store,Returned
1810,458,2026-06-07,5,Retail Store,Completed
1811,655,2026-02-13,1,Retail Store,Completed
1812,479,2026-04-18,5,Wholesale,Cancelled
1813,62,2026-02-17,4,Retail Store,Cancelled
1814,716,2025-01-19,3,Retail Store,Returned
1815,700,2025-11-22,2,Online,Returned
1816,140,2026-06-13,3,Retail Store,Returned
1817,584,2025-09-28,3,Retail Store,Returned
1818,137,2025-12-06,4,Wholesale,Completed
1819,691,2026-06-18,3,Retail Store,Completed
1820,467,2024-11-07,1,Online,Cancelled
1821,565,2025-10-11,1,Online,Completed
1822,691,2024-11-19,3,Wholesale,Completed
1823,523,2024-07-06,2,Retail Store,Returned
1824,79,2025-06-25,4,Online,Cancelled
1825,40,2024-05-01,2,Online,Completed
1826,267,2026-03-01,2,Online,Returned
1827,156,2024-07-15,1,Retail Store,Completed
1828,1,2026-06-29,4,Online,Returned
1829,441,2024-05-29,4,Retail Store,Cancelled
1830,570,2026-01-28,5,Retail Store,Completed
1831,86,2025-10-30,2,Online,Completed
1832,26,2026-04-09,4,Online,Returned
1833,695,2025-12-13,1,Wholesale,Cancelled
1834,719,2024-10-08,5,Retail Store,Completed
1835,556,2024-09-15,3,Online,Completed
1836,751,2026-01-31,4,Online,Completed
1837,321,2024-10-11,2,Retail Store,Completed
1838,215,2025-11-27,2,Online,Completed
1839,715,2025-09-21,4,Retail Store,Completed
1840,413,2024-12-20,1,Online,Completed
1841,536,2024-06-07,3,Online,Cancelled
1842,50,2024-10-19,2,Retail Store,Returned
1843,483,2026-05-31,4,Online,Completed
1844,425,2025-03-07,4,Retail Store,Completed
1845,553,2025-11-04,3,Online,Completed
1846,157,2025-12-28,1,Wholesale,Completed
1847,756,2025-10-16,4,Retail Store,Completed
1848,789,2026-06-19,4,Retail Store,Completed
1849,360,2024-04-05,4,Retail Store,Completed
1850,383,2026-05-18,4,Online,Completed
1851,86,2025-10-13,2,Online,Completed
1852,92,2026-05-27,1,Online,Completed
1853,725,2024-09-27,1,Online,Cancelled
1854,248,2024-06-20,3,Wholesale,Completed
1855,190,2025-05-08,4,Wholesale,Completed
1856,196,2025-05-28,1,Online,Cancelled
1857,688,2024-12-07,5,Retail Store,Completed
1858,178,2024-11-20,2,Online,Cancelled
1859,164,2026-01-16,4,Retail Store,Completed
1860,29,2023-12-18,4,Online,Completed
1861,29,2024-09-10,4,Online,Cancelled
1862,660,2026-02-14,3,Retail Store,Completed
1863,506,2023-08-26,1,Wholesale,Completed
1864,217,2025-12-13,4,Online,Completed
1865,535,2025-05-28,1,Online,Completed
1866,79,2025-12-10,4,Wholesale,Completed
1867,30,2025-08-05,3,Online,Completed
1868,428,2025-07-03,1,Retail Store,Cancelled
1869,563,2024-10-27,2,Online,Cancelled
1870,476,2026-04-30,2,Wholesale,Completed
1871,417,2026-06-20,2,Online,Completed
1872,114,2024-12-30,5,Online,Completed
1873,311,2026-06-16,4,Online,Cancelled
1874,369,2025-12-08,4,Online,Completed
1875,717,2026-02-08,3,Online,Completed
1876,339,2025-11-24,2,Online,Completed
1877,398,2026-03-28,3,Wholesale,Completed
1878,540,2026-02-26,1,Online,Completed
1879,794,2026-04-28,3,Wholesale,Returned
1880,22,2025-08-13,1,Retail Store,Completed
1881,663,2025-06-28,1,Online,Completed
1882,379,2026-05-10,1,Wholesale,Completed
1883,81,2024-12-27,1,Online,Completed
1884,138,2024-05-26,1,Retail Store,Completed
1885,81,2026-05-12,1,Online,Returned
1886,455,2026-04-12,2,Online,Completed
1887,103,2025-12-16,5,Online,Completed
1888,641,2024-10-06,3,Online,Returned
1889,734,2026-05-18,1,Retail Store,Completed
1890,668,2025-08-28,2,Online,Completed
1891,676,2025-04-08,2,Online,Completed
1892,26,2026-02-14,4,Online,Completed
1893,571,2025-12-01,3,Retail Store,Completed
1894,92,2026-06-16,1,Online,Returned
1895,314,2024-12-18,1,Online,Returned
1896,458,2026-03-02,5,Online,Completed
1897,632,2025-11-22,1,Retail Store,Completed
1898,781,2024-07-28,4,Online,Completed
1899,37,2025-09-02,2,Retail Store,Cancelled
1900,288,2025-06-23,1,Online,Completed
1901,92,2026-01-09,1,Wholesale,Returned
1902,592,2024-07-12,3,Online,Cancelled
1903,767,2025-10-20,3,Retail Store,Returned
1904,528,2024-10-09,2,Retail Store,Completed
1905,541,2025-06-05,3,Online,Completed
1906,420,2025-07-21,4,Online,Completed
1907,731,2026-03-15,3,Wholesale,Returned
1908,690,2025-11-17,2,Online,Returned
1909,179,2025-11-19,5,Online,Completed
1910,660,2026-06-05,3,Wholesale,Completed
1911,519,2024-07-15,5,Online,Returned
1912,205,2025-03-31,1,Online,Completed
1913,237,2025-09-10,1,Wholesale,Returned
1914,493,2024-06-21,2,Online,Completed
1915,407,2024-07-07,2,Online,Completed
1916,389,2024-12-14,5,Retail Store,Completed
1917,796,2025-06-01,3,Retail Store,Returned
1918,42,2025-06-29,3,Online,Completed
1919,382,2025-09-20,2,Online,Cancelled
1920,760,2025-12-20,5,Wholesale,Cancelled
1921,749,2024-04-11,2,Retail Store,Completed
1922,382,2025-01-29,2,Online,Completed
1923,650,2026-06-21,2,Online,Completed
1924,195,2025-11-19,4,Wholesale,Returned
1925,241,2024-11-11,2,Retail Store,Completed
1926,207,2026-03-22,5,Retail Store,Completed
1927,28,2026-06-26,3,Online,Completed
1928,19,2025-08-18,2,Online,Completed
1929,285,2026-06-11,5,Retail Store,Returned
1930,263,2024-09-26,1,Retail Store,Completed
1931,792,2025-06-07,5,Wholesale,Cancelled
1932,583,2024-01-11,2,Online,Completed
1933,542,2024-11-06,2,Online,Completed
1934,762,2025-04-15,1,Online,Returned
1935,401,2024-04-15,2,Online,Completed
1936,719,2026-06-10,5,Online,Cancelled
1937,786,2025-11-17,4,Online,Cancelled
1938,340,2025-08-08,2,Online,Completed
1939,316,2026-05-13,4,Online,Cancelled
1940,239,2025-12-08,3,Online,Cancelled
1941,652,2025-06-25,3,Online,Completed
1942,87,2025-08-24,1,Wholesale,Completed
1943,367,2024-07-16,3,Retail Store,Completed
1944,297,2024-12-10,3,Online,Cancelled
1945,653,2024-06-25,3,Online,Completed
1946,156,2025-07-19,1,Online,Completed
1947,148,2025-12-12,2,Online,Completed
1948,686,2026-05-23,2,Online,Completed
1949,79,2025-02-19,4,Wholesale,Completed
1950,340,2025-03-28,2,Retail Store,Cancelled
1951,262,2025-08-18,5,Retail Store,Completed
1952,79,2025-11-01,4,Wholesale,Returned
1953,214,2024-08-13,3,Online,Returned
1954,120,2026-02-22,1,Retail Store,Completed
1955,791,2025-06-17,4,Online,Completed
1956,103,2025-09-30,5,Wholesale,Returned
1957,644,2025-04-28,4,Retail Store,Cancelled
1958,480,2024-07-24,2,Online,Cancelled
1959,158,2026-06-18,5,Online,Completed
1960,192,2026-06-03,1,Retail Store,Completed
1961,232,2025-04-10,1,Online,Returned
1962,468,2024-12-05,1,Online,Completed
1963,568,2024-05-18,1,Online,Completed
1964,153,2024-10-04,1,Retail Store,Completed
1965,4,2024-11-03,1,Retail Store,Cancelled
1966,15,2026-01-05,1,Online,Completed
1967,722,2025-03-28,4,Online,Cancelled
1968,762,2024-07-10,1,Online,Completed
1969,196,2026-02-03,1,Online,Completed
1970,638,2026-01-20,2,Online,Cancelled
1971,313,2026-04-04,3,Online,Cancelled
1972,200,2026-03-04,3,Online,Completed
1973,519,2025-10-04,5,Wholesale,Completed
1974,48,2024-10-15,2,Retail Store,Completed
1975,727,2025-01-26,2,Online,Cancelled
1976,217,2025-12-23,4,Online,Completed
1977,304,2025-06-21,2,Online,Completed
1978,765,2025-06-22,3,Online,Returned
1979,748,2024-09-29,2,Online,Cancelled
1980,230,2024-03-27,1,Wholesale,Completed
1981,455,2025-10-31,2,Wholesale,Completed
1982,215,2025-08-24,2,Online,Completed
1983,592,2024-03-30,3,Online,Completed
1984,691,2024-08-27,3,Retail Store,Completed
1985,570,2025-10-06,5,Retail Store,Completed
1986,353,2025-12-24,4,Online,Completed
1987,360,2026-04-27,4,Retail Store,Completed
1988,766,2024-10-11,1,Retail Store,Completed
1989,571,2025-04-18,3,Wholesale,Completed
1990,614,2026-05-25,2,Wholesale,Completed
1991,405,2024-05-27,5,Online,Completed
1992,252,2025-12-16,1,Online,Completed
1993,627,2025-06-14,5,Retail Store,Cancelled
1994,628,2026-05-21,3,Online,Completed
1995,764,2025-03-01,5,Retail Store,Completed
1996,254,2025-10-08,4,Retail Store,Completed
1997,776,2025-10-07,2,Online,Returned
1998,269,2025-06-27,5,Retail Store,Cancelled
1999,524,2024-12-26,1,Online,Completed
2000,244,2026-05-16,1,Online,Returned
2001,350,2026-02-13,4,Online,Returned
2002,510,2024-08-25,2,Online,Completed
2003,267,2025-06-20,2,Online,Completed
2004,149,2024-09-10,1,Online,Returned
2005,87,2025-12-28,1,Retail Store,Returned
2006,36,2024-08-01,4,Retail Store,Completed
2007,47,2026-01-27,4,Online,Returned
2008,196,2026-02-23,1,Retail Store,Completed
2009,610,2024-04-12,3,Online,Completed
2010,673,2023-08-07,1,Retail Store,Completed
2011,318,2024-12-09,1,Wholesale,Returned
2012,540,2026-04-19,1,Online,Completed
2013,404,2025-07-01,4,Online,Cancelled
2014,66,2025-06-16,2,Online,Cancelled
2015,448,2025-01-03,2,Wholesale,Completed
2016,362,2026-04-14,3,Online,Completed
2017,280,2025-06-30,2,Online,Returned
2018,315,2025-08-27,4,Retail Store,Cancelled
2019,245,2024-03-28,4,Retail Store,Cancelled
2020,468,2025-01-22,1,Retail Store,Returned
2021,39,2025-10-31,5,Retail Store,Completed
2022,722,2024-11-27,4,Retail Store,Completed
2023,458,2025-10-30,5,Wholesale,Completed
2024,49,2025-10-14,2,Online,Completed
2025,786,2026-05-17,4,Wholesale,Completed
2026,566,2024-12-01,1,Retail Store,Cancelled
2027,547,2025-07-23,5,Retail Store,Cancelled
2028,5,2025-09-08,2,Online,Completed
2029,660,2026-02-24,3,Online,Completed
2030,185,2024-03-30,4,Wholesale,Completed
2031,651,2025-08-16,3,Retail Store,Returned
2032,266,2026-02-06,2,Wholesale,Returned
2033,702,2024-05-27,3,Online,Returned
2034,151,2024-09-25,5,Wholesale,Completed
2035,476,2025-01-05,2,Retail Store,Returned
2036,116,2026-05-02,2,Retail Store,Completed
2037,476,2025-11-27,2,Online,Completed
2038,74,2026-05-20,2,Online,Completed
2039,400,2026-04-12,3,Wholesale,Returned
2040,409,2026-02-14,1,Online,Completed
2041,674,2026-06-17,2,Retail Store,Cancelled
2042,792,2026-04-22,5,Online,Returned
2043,383,2026-06-26,4,Online,Completed
2044,82,2026-03-23,2,Online,Cancelled
2045,135,2026-05-21,4,Retail Store,Completed
2046,267,2025-09-30,2,Online,Completed
2047,441,2023-11-07,4,Retail Store,Cancelled
2048,461,2026-01-16,4,Retail Store,Completed
2049,430,2025-11-18,1,Retail Store,Cancelled
2050,164,2025-11-03,4,Online,Completed
2051,652,2026-01-26,3,Online,Completed
2052,217,2024-08-31,4,Online,Completed
2053,202,2025-11-08,1,Online,Cancelled
2054,443,2025-08-02,4,Online,Completed
2055,670,2026-02-16,4,Wholesale,Completed
2056,591,2025-05-26,3,Retail Store,Cancelled
2057,776,2026-02-17,2,Online,Completed
2058,776,2025-01-03,2,Online,Completed
2059,502,2026-01-01,3,Retail Store,Completed
2060,771,2026-06-17,3,Online,Completed
2061,496,2024-05-26,3,Online,Completed
2062,421,2025-09-02,4,Online,Completed
2063,616,2024-10-09,1,Retail Store,Completed
2064,428,2026-03-15,1,Online,Completed
2065,158,2025-03-27,5,Online,Completed
2066,758,2025-03-25,1,Online,Cancelled
2067,564,2025-04-18,2,Online,Completed
2068,141,2024-06-19,3,Online,Completed
2069,95,2025-09-02,2,Online,Completed
2070,178,2025-02-07,2,Online,Cancelled
2071,544,2024-11-13,2,Online,Cancelled
2072,547,2025-12-06,5,Online,Completed
2073,66,2026-02-05,2,Wholesale,Returned
2074,554,2023-12-16,5,Retail Store,Cancelled
2075,684,2026-02-03,4,Online,Returned
2076,52,2025-12-31,4,Retail Store,Returned
2077,721,2024-11-06,4,Online,Completed
2078,693,2025-06-10,2,Online,Completed
2079,567,2026-03-06,4,Retail Store,Completed
2080,634,2024-07-29,4,Wholesale,Completed
2081,749,2025-04-12,2,Wholesale,Completed
2082,379,2025-04-27,1,Retail Store,Completed
2083,207,2026-06-19,5,Online,Cancelled
2084,795,2025-09-16,4,Wholesale,Completed
2085,191,2025-12-22,2,Retail Store,Completed
2086,702,2025-07-21,3,Retail Store,Cancelled
2087,256,2024-10-02,3,Online,Completed
2088,405,2026-02-03,5,Retail Store,Completed
2089,391,2025-09-03,5,Retail Store,Completed
2090,436,2025-06-27,1,Online,Completed
2091,766,2026-04-30,1,Online,Cancelled
2092,212,2026-03-28,4,Online,Completed
2093,267,2025-03-16,2,Retail Store,Completed
2094,244,2025-11-19,1,Online,Completed
2095,441,2025-07-21,4,Retail Store,Completed
2096,92,2026-01-09,1,Online,Returned
2097,592,2026-03-18,3,Online,Completed
2098,40,2023-09-30,2,Retail Store,Completed
2099,602,2025-12-02,2,Wholesale,Completed
2100,103,2025-02-03,5,Online,Completed
2101,199,2025-09-12,2,Retail Store,Completed
2102,163,2026-01-02,4,Online,Completed
2103,145,2026-01-30,4,Online,Completed
2104,617,2026-03-20,4,Online,Returned
2105,570,2024-11-13,5,Wholesale,Completed
2106,377,2026-05-08,2,Online,Completed
2107,758,2026-04-24,1,Retail Store,Completed
2108,579,2025-08-20,2,Wholesale,Cancelled
2109,156,2024-10-11,1,Online,Completed
2110,358,2025-09-16,4,Online,Completed
2111,727,2025-01-25,2,Online,Completed
2112,305,2025-08-26,2,Online,Returned
2113,318,2024-08-05,1,Online,Cancelled
2114,43,2024-08-10,4,Online,Completed
2115,466,2025-06-26,2,Wholesale,Completed
2116,107,2026-05-26,5,Retail Store,Completed
2117,663,2025-08-26,1,Online,Completed
2118,638,2026-04-23,2,Wholesale,Cancelled
2119,117,2026-03-09,1,Online,Completed
2120,52,2026-06-14,4,Online,Returned
2121,729,2024-07-26,1,Online,Completed
2122,435,2025-09-01,1,Retail Store,Cancelled
2123,596,2025-07-06,4,Online,Completed
2124,195,2025-09-18,4,Retail Store,Cancelled
2125,533,2026-02-06,2,Online,Completed
2126,376,2026-06-06,1,Retail Store,Completed
2127,458,2025-11-20,5,Online,Returned
2128,335,2026-04-29,3,Online,Completed
2129,728,2026-03-29,2,Retail Store,Completed
2130,373,2023-11-08,1,Retail Store,Returned
2131,368,2026-01-09,3,Retail Store,Completed
2132,492,2025-06-28,4,Online,Completed
2133,357,2024-12-21,2,Online,Completed
2134,550,2024-11-24,3,Retail Store,Completed
2135,18,2025-08-21,4,Online,Returned
2136,49,2026-04-22,2,Retail Store,Cancelled
2137,569,2026-01-21,1,Retail Store,Completed
2138,336,2025-10-25,4,Wholesale,Returned
2139,124,2025-03-27,5,Retail Store,Cancelled
2140,435,2026-02-27,1,Online,Completed
2141,748,2025-04-23,2,Online,Completed
2142,523,2025-06-26,2,Online,Completed
2143,792,2026-03-07,5,Wholesale,Returned
2144,272,2025-06-24,2,Online,Cancelled
2145,437,2024-12-31,1,Retail Store,Completed
2146,151,2025-10-19,5,Retail Store,Completed
2147,178,2024-10-24,2,Online,Completed
2148,237,2025-07-28,1,Online,Completed
2149,702,2026-05-06,3,Wholesale,Completed
2150,571,2026-06-11,3,Online,Completed
2151,202,2024-03-05,1,Online,Completed
2152,666,2024-11-17,5,Online,Returned
2153,130,2026-06-20,3,Online,Cancelled
2154,549,2025-04-07,3,Online,Cancelled
2155,351,2025-10-15,3,Online,Completed
2156,11,2025-09-04,2,Retail Store,Completed
2157,495,2026-06-06,4,Online,Completed
2158,310,2024-10-27,2,Online,Returned
2159,255,2025-08-31,2,Wholesale,Cancelled
2160,124,2026-01-21,5,Retail Store,Completed
2161,138,2026-02-05,1,Online,Completed
2162,11,2026-06-24,2,Online,Cancelled
2163,202,2025-09-02,1,Online,Completed
2164,441,2025-02-25,4,Online,Completed
2165,382,2026-06-17,2,Retail Store,Cancelled
2166,46,2024-12-13,2,Online,Cancelled
2167,155,2026-03-01,1,Retail Store,Completed
2168,169,2026-04-12,1,Online,Completed
2169,711,2025-07-01,3,Online,Completed
2170,241,2025-11-06,2,Retail Store,Completed
2171,52,2026-04-07,4,Online,Returned
2172,674,2024-06-02,2,Retail Store,Completed
2173,412,2025-05-07,1,Online,Completed
2174,461,2026-02-03,4,Online,Completed
2175,484,2026-02-19,5,Retail Store,Completed
2176,379,2026-04-15,1,Online,Completed
2177,342,2025-03-12,1,Online,Completed
2178,238,2024-08-10,3,Online,Completed
2179,231,2025-04-08,2,Retail Store,Returned
2180,794,2025-12-16,3,Retail Store,Cancelled
2181,281,2026-05-15,1,Online,Cancelled
2182,563,2026-01-05,2,Online,Returned
2183,28,2024-12-24,3,Retail Store,Completed
2184,603,2025-07-10,4,Retail Store,Completed
2185,722,2026-06-16,4,Online,Completed
2186,1,2026-03-01,4,Online,Completed
2187,343,2024-03-22,1,Online,Completed
2188,495,2025-06-28,4,Online,Cancelled
2189,238,2025-06-17,3,Online,Completed
2190,510,2024-07-04,2,Retail Store,Cancelled
2191,103,2025-02-20,5,Online,Returned
2192,610,2025-06-19,3,Online,Completed
2193,454,2025-10-18,3,Retail Store,Completed
2194,508,2025-12-13,3,Retail Store,Completed
2195,119,2025-01-13,4,Wholesale,Completed
2196,5,2026-01-23,2,Online,Completed
2197,371,2025-07-19,2,Retail Store,Returned
2198,32,2024-12-01,2,Online,Completed
2199,250,2026-04-24,1,Wholesale,Completed
2200,141,2025-01-24,3,Retail Store,Returned
2201,617,2025-08-01,4,Online,Completed
2202,559,2025-12-01,4,Retail Store,Returned
2203,786,2025-08-04,4,Wholesale,Completed
2204,507,2024-04-27,4,Online,Completed
2205,690,2025-11-25,2,Wholesale,Returned
2206,237,2025-06-14,1,Online,Completed
2207,20,2026-03-02,1,Wholesale,Completed
2208,47,2026-03-18,4,Wholesale,Returned
2209,328,2024-12-27,1,Online,Completed
2210,659,2025-10-26,1,Retail Store,Completed
2211,673,2025-03-17,1,Online,Completed
2212,300,2025-08-11,4,Wholesale,Completed
2213,794,2025-10-13,3,Retail Store,Completed
2214,598,2026-06-11,4,Online,Cancelled
2215,164,2026-04-05,4,Online,Completed
2216,652,2026-03-19,3,Online,Completed
2217,130,2026-02-09,3,Online,Completed
2218,744,2026-03-08,2,Retail Store,Completed
2219,140,2023-11-30,3,Online,Completed
2220,86,2025-11-11,2,Wholesale,Completed
2221,541,2024-08-29,3,Retail Store,Completed
2222,509,2024-06-06,3,Retail Store,Completed
2223,40,2024-04-12,2,Wholesale,Completed
2224,551,2025-12-23,4,Online,Completed
2225,426,2025-12-28,5,Online,Completed
2226,794,2025-07-20,3,Online,Completed
2227,418,2026-01-16,3,Retail Store,Cancelled
2228,544,2026-06-21,2,Online,Cancelled
2229,11,2025-12-24,2,Retail Store,Returned
2230,205,2025-05-07,1,Retail Store,Completed
2231,108,2025-04-05,4,Retail Store,Completed
2232,217,2025-01-24,4,Retail Store,Returned
2233,365,2024-12-09,5,Online,Completed
2234,604,2025-07-27,3,Online,Returned
2235,794,2026-02-22,3,Online,Returned
2236,156,2025-04-28,1,Online,Completed
2237,49,2026-05-18,2,Online,Cancelled
2238,749,2025-05-21,2,Wholesale,Completed
2239,766,2025-11-01,1,Retail Store,Completed
2240,387,2025-05-01,5,Online,Completed
2241,200,2025-08-05,3,Online,Completed
2242,571,2025-11-15,3,Online,Completed
2243,679,2024-01-06,4,Online,Cancelled
2244,66,2026-01-19,2,Retail Store,Completed
2245,717,2024-09-25,3,Retail Store,Completed
2246,601,2024-12-03,2,Online,Completed
2247,476,2025-08-15,2,Wholesale,Completed
2248,366,2026-06-23,2,Online,Completed
2249,443,2025-04-09,4,Online,Cancelled
2250,578,2026-03-16,3,Online,Completed
2251,289,2024-12-03,3,Online,Cancelled
2252,616,2026-06-30,1,Online,Completed
2253,461,2026-05-30,4,Retail Store,Completed
2254,745,2025-08-26,1,Online,Cancelled
2255,29,2025-04-14,4,Retail Store,Returned
2256,414,2026-05-05,5,Online,Completed
2257,414,2026-04-02,5,Retail Store,Completed
2258,318,2026-05-02,1,Retail Store,Completed
2259,86,2025-11-13,2,Online,Completed
2260,198,2024-12-28,3,Retail Store,Completed
2261,187,2024-10-27,5,Online,Completed
2262,579,2025-08-18,2,Online,Completed
2263,570,2026-06-04,5,Online,Completed
2264,789,2026-01-01,4,Retail Store,Completed
2265,263,2025-07-21,1,Online,Completed
2266,379,2024-03-24,1,Online,Completed
2267,776,2026-06-08,2,Online,Completed
2268,5,2024-04-12,2,Wholesale,Completed
2269,758,2026-04-25,1,Online,Completed
2270,797,2024-12-08,2,Online,Cancelled
2271,727,2025-06-29,2,Online,Cancelled
2272,115,2024-09-02,4,Retail Store,Completed
2273,619,2025-10-13,1,Retail Store,Completed
2274,588,2026-05-11,2,Online,Completed
2275,330,2025-05-29,2,Online,Returned
2276,319,2024-12-20,2,Online,Completed
2277,86,2025-08-23,2,Wholesale,Cancelled
2278,721,2026-04-21,4,Wholesale,Completed
2279,476,2025-10-06,2,Online,Completed
2280,636,2025-08-09,2,Online,Completed
2281,92,2026-05-01,1,Online,Completed
2282,131,2025-08-27,3,Online,Completed
2283,292,2025-10-26,4,Retail Store,Cancelled
2284,516,2023-12-04,2,Retail Store,Completed
2285,297,2024-06-18,3,Online,Completed
2286,119,2026-04-14,4,Online,Completed
2287,468,2024-04-05,1,Retail Store,Completed
2288,718,2026-06-19,1,Online,Returned
2289,579,2026-05-29,2,Online,Completed
2290,515,2024-08-07,2,Online,Completed
2291,470,2025-09-21,1,Online,Returned
2292,109,2024-09-14,4,Wholesale,Returned
2293,443,2025-02-21,4,Online,Cancelled
2294,330,2025-04-24,2,Retail Store,Completed
2295,767,2023-12-23,3,Wholesale,Cancelled
2296,269,2024-12-25,5,Online,Returned
2297,443,2025-11-22,4,Retail Store,Returned
2298,649,2024-12-09,2,Retail Store,Returned
2299,289,2026-06-18,3,Online,Completed
2300,776,2025-04-07,2,Retail Store,Cancelled
2301,125,2023-11-16,4,Retail Store,Completed
2302,90,2025-05-07,2,Retail Store,Cancelled
2303,265,2026-03-19,1,Online,Completed
2304,307,2026-06-12,4,Retail Store,Cancelled
2305,650,2024-11-21,2,Online,Returned
2306,730,2025-08-21,4,Wholesale,Returned
2307,502,2025-03-08,3,Retail Store,Completed
2308,506,2024-05-15,1,Online,Cancelled
2309,356,2026-06-14,3,Online,Completed
2310,314,2025-10-12,1,Online,Completed
2311,360,2025-06-29,4,Online,Completed
2312,237,2026-06-21,1,Online,Returned
2313,374,2025-12-27,5,Online,Completed
2314,89,2024-12-07,5,Wholesale,Completed
2315,582,2026-05-18,4,Wholesale,Completed
2316,304,2025-09-07,2,Retail Store,Completed
2317,101,2024-06-02,1,Online,Completed
2318,717,2024-11-21,3,Online,Returned
2319,383,2025-12-24,4,Online,Completed
2320,339,2024-11-28,2,Online,Completed
2321,690,2026-03-31,2,Retail Store,Completed
2322,17,2024-12-28,1,Online,Completed
2323,25,2025-06-13,5,Wholesale,Completed
2324,339,2024-11-25,2,Online,Completed
2325,656,2024-05-07,2,Retail Store,Returned
2326,5,2026-03-08,2,Retail Store,Returned
2327,415,2025-04-23,5,Online,Completed
2328,666,2026-03-08,5,Online,Cancelled
2329,458,2026-06-21,5,Retail Store,Cancelled
2330,468,2025-10-04,1,Online,Completed
