order_id,item_id,date_key,customer_id,product_id,region_id,channel,quantity,unit_price,discount_pct,revenue,cost,profit,order_status
2021,3065,20251031,39,12,5,Retail Store,1,10227.67,10.0,9204.9,7982.52,1222.38,Completed
2021,3066,20251031,39,89,5,Retail Store,2,1041.09,0.0,2082.18,1562.8,519.38,Completed
2021,3067,20251031,39,90,5,Retail Store,1,867.09,5.0,823.74,655.66,168.08,Completed
2022,3068,20241127,722,46,4,Retail Store,1,2783.21,10.0,2504.89,1644.13,860.76,Completed
2022,3069,20241127,722,85,4,Retail Store,1,417.62,0.0,417.62,280.56,137.06,Completed
2023,3070,20251030,458,25,5,Wholesale,1,1854.98,0.0,1854.98,1229.7,625.28,Completed
2024,3071,20251014,49,64,2,Online,1,935.05,0.0,935.05,491.45,443.6,Completed
2024,3072,20251014,49,66,2,Online,1,785.79,0.0,785.79,395.02,390.77,Completed
2025,3073,20260517,786,6,4,Wholesale,2,20199.11,0.0,40398.22,31915.16,8483.06,Completed
2025,3074,20260517,786,15,4,Wholesale,1,12126.14,0.0,12126.14,8888.96,3237.18,Completed
2025,3075,20260517,786,83,4,Wholesale,2,1117.07,10.0,2010.73,1644.78,365.95,Completed
2025,3076,20260517,786,74,4,Wholesale,1,4837.19,0.0,4837.19,3377.85,1459.34,Completed
2028,3080,20250908,5,17,2,Online,1,15476.14,0.0,15476.14,11962.37,3513.77,Completed
2029,3081,20260224,660,62,3,Online,1,1408.64,0.0,1408.64,753.35,655.29,Completed
2030,3082,20240330,185,65,4,Wholesale,2,864.5,10.0,1556.1,943.6,612.5,Completed
2034,3090,20240925,151,38,5,Wholesale,1,512.6,0.0,512.6,307.01,205.59,Completed
2034,3091,20240925,151,14,5,Wholesale,3,15152.85,0.0,45458.55,35366.43,10092.12,Completed
2036,3093,20260502,116,86,2,Retail Store,1,1068.62,5.0,1015.19,796.1,219.09,Completed
2037,3094,20251127,476,46,2,Online,1,2783.21,0.0,2783.21,1644.13,1139.08,Completed
2038,3095,20260520,74,5,2,Online,1,14991.35,5.0,14241.78,11656.14,2585.64,Completed
2038,3096,20260520,74,12,2,Online,2,10227.67,0.0,20455.34,15965.04,4490.3,Completed
2040,3099,20260214,409,63,1,Online,1,323.05,0.0,323.05,177.87,145.18,Completed
2040,3100,20260214,409,5,1,Online,1,14991.35,0.0,14991.35,11656.14,3335.21,Completed
2040,3101,20260214,409,7,1,Online,3,16362.3,5.0,46632.55,38503.41,8129.14,Completed
2043,3104,20260626,383,37,4,Online,1,1294.79,5.0,1230.05,812.1,417.95,Completed
2043,3105,20260626,383,57,4,Online,1,1826.43,10.0,1643.79,1061.39,582.4,Completed
2043,3106,20260626,383,33,4,Online,2,7279.95,0.0,14559.9,9319.98,5239.92,Completed
2045,3108,20260521,135,5,4,Retail Store,1,14991.35,0.0,14991.35,11656.14,3335.21,Completed
2046,3109,20250930,267,76,2,Online,1,3324.41,5.0,3158.19,2394.51,763.68,Completed
2048,3111,20260116,461,25,4,Retail Store,1,1854.98,0.0,1854.98,1229.7,625.28,Completed
2050,3113,20251103,164,50,4,Online,1,2922.94,5.0,2776.79,1701.86,1074.93,Completed
2051,3114,20260126,652,2,3,Online,1,22157.13,0.0,22157.13,17402.58,4754.55,Completed
2051,3115,20260126,652,86,3,Online,1,1068.62,0.0,1068.62,796.1,272.52,Completed
2051,3116,20260126,652,51,3,Online,1,3900.27,0.0,3900.27,2399.19,1501.08,Completed
2052,3117,20240831,217,72,4,Online,3,5499.18,15.0,14022.91,11336.82,2686.09,Completed
2054,3120,20250802,443,57,4,Online,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
2054,3121,20250802,443,35,4,Online,1,2453.48,0.0,2453.48,1541.17,912.31,Completed
2055,3122,20260216,670,17,4,Wholesale,1,15476.14,0.0,15476.14,11962.37,3513.77,Completed
2057,3125,20260217,776,50,2,Online,1,2922.94,0.0,2922.94,1701.86,1221.08,Completed
2058,3126,20250103,776,74,2,Online,1,4837.19,0.0,4837.19,3377.85,1459.34,Completed
2059,3127,20260101,502,8,3,Retail Store,1,12524.21,0.0,12524.21,9751.06,2773.15,Completed
2059,3128,20260101,502,6,3,Retail Store,1,20199.11,0.0,20199.11,15957.58,4241.53,Completed
2059,3129,20260101,502,26,3,Retail Store,3,5258.5,0.0,15775.5,10037.07,5738.43,Completed
2060,3130,20260617,771,43,3,Online,1,854.87,0.0,854.87,503.56,351.31,Completed
2061,3131,20240526,496,51,3,Online,2,3900.27,0.0,7800.54,4798.38,3002.16,Completed
2062,3132,20250902,421,44,4,Online,3,822.56,0.0,2467.68,1518.84,948.84,Completed
2063,3133,20241009,616,66,1,Retail Store,1,785.79,0.0,785.79,395.02,390.77,Completed
2064,3134,20260315,428,45,1,Online,1,3281.6,0.0,3281.6,1958.81,1322.79,Completed
2064,3135,20260315,428,55,1,Online,1,1659.42,0.0,1659.42,903.52,755.9,Completed
2065,3136,20250327,158,20,5,Online,3,2963.93,0.0,8891.79,6077.31,2814.48,Completed
2065,3137,20250327,158,80,5,Online,1,4557.3,0.0,4557.3,2931.68,1625.62,Completed
2067,3140,20250418,564,72,2,Online,1,5499.18,0.0,5499.18,3778.94,1720.24,Completed
2068,3141,20240619,141,89,3,Online,1,1041.09,0.0,1041.09,781.4,259.69,Completed
2068,3142,20240619,141,14,3,Online,2,15152.85,0.0,30305.7,23577.62,6728.08,Completed
2069,3143,20250902,95,11,2,Online,1,4975.98,0.0,4975.98,4015.17,960.81,Completed
2072,3146,20251206,547,25,5,Online,1,1854.98,0.0,1854.98,1229.7,625.28,Completed
2077,3153,20241106,721,31,4,Online,1,4244.99,0.0,4244.99,2676.25,1568.74,Completed
2078,3154,20250610,693,45,2,Online,3,3281.6,0.0,9844.8,5876.43,3968.37,Completed
2079,3155,20260306,567,1,4,Retail Store,1,16547.71,0.0,16547.71,12161.38,4386.33,Completed
2080,3156,20240729,634,1,4,Wholesale,2,16547.71,0.0,33095.42,24322.76,8772.66,Completed
2081,3157,20250412,749,41,2,Wholesale,2,2162.29,0.0,4324.58,2390.72,1933.86,Completed
2081,3158,20250412,749,11,2,Wholesale,1,4975.98,0.0,4975.98,4015.17,960.81,Completed
2082,3159,20250427,379,60,1,Retail Store,1,1873.77,0.0,1873.77,1010.63,863.14,Completed
2084,3161,20250916,795,48,4,Wholesale,3,3082.84,0.0,9248.52,5425.62,3822.9,Completed
2085,3162,20251222,191,57,2,Retail Store,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
2085,3163,20251222,191,8,2,Retail Store,1,12524.21,15.0,10645.58,9751.06,894.52,Completed
2087,3166,20241002,256,59,3,Online,2,1577.53,0.0,3155.06,1690.48,1464.58,Completed
2087,3167,20241002,256,89,3,Online,1,1041.09,0.0,1041.09,781.4,259.69,Completed
2088,3168,20260203,405,44,5,Retail Store,2,822.56,0.0,1645.12,1012.56,632.56,Completed
2088,3169,20260203,405,58,5,Retail Store,1,1470.73,10.0,1323.66,750.5,573.16,Completed
2089,3170,20250903,391,85,5,Retail Store,1,417.62,0.0,417.62,280.56,137.06,Completed
2090,3171,20250627,436,19,1,Online,1,4374.56,0.0,4374.56,2639.94,1734.62,Completed
2090,3172,20250627,436,78,1,Online,1,2386.16,0.0,2386.16,1539.39,846.77,Completed
2092,3174,20260328,212,57,4,Online,2,1826.43,0.0,3652.86,2122.78,1530.08,Completed
2093,3175,20250316,267,2,2,Retail Store,1,22157.13,0.0,22157.13,17402.58,4754.55,Completed
2093,3176,20250316,267,32,2,Retail Store,1,4474.51,15.0,3803.33,2890.6,912.73,Completed
2093,3177,20250316,267,80,2,Retail Store,1,4557.3,0.0,4557.3,2931.68,1625.62,Completed
2093,3178,20250316,267,43,2,Retail Store,1,854.87,0.0,854.87,503.56,351.31,Completed
2094,3179,20251119,244,12,1,Online,1,10227.67,10.0,9204.9,7982.52,1222.38,Completed
2095,3180,20250721,441,82,4,Retail Store,1,816.9,0.0,816.9,571.67,245.23,Completed
2097,3183,20260318,592,3,3,Online,3,23743.12,0.0,71229.36,58718.55,12510.81,Completed
2098,3184,20230930,40,88,2,Retail Store,2,946.27,0.0,1892.54,1416.42,476.12,Completed
2098,3185,20230930,40,75,2,Retail Store,1,3268.16,5.0,3104.75,2079.81,1024.94,Completed
2099,3186,20251202,602,43,2,Wholesale,2,854.87,0.0,1709.74,1007.12,702.62,Completed
2100,3187,20250203,103,32,5,Online,3,4474.51,0.0,13423.53,8671.8,4751.73,Completed
2101,3188,20250912,199,27,2,Retail Store,1,3772.72,0.0,3772.72,2595.78,1176.94,Completed
2102,3189,20260102,163,41,4,Online,1,2162.29,0.0,2162.29,1195.36,966.93,Completed
2103,3190,20260130,145,57,4,Online,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
2105,3192,20241113,570,6,5,Wholesale,1,20199.11,0.0,20199.11,15957.58,4241.53,Completed
2105,3193,20241113,570,19,5,Wholesale,1,4374.56,0.0,4374.56,2639.94,1734.62,Completed
2106,3194,20260508,377,65,2,Online,2,864.5,0.0,1729.0,943.6,785.4,Completed
2106,3195,20260508,377,52,2,Online,1,4826.75,0.0,4826.75,2945.49,1881.26,Completed
2106,3196,20260508,377,37,2,Online,1,1294.79,0.0,1294.79,812.1,482.69,Completed
2107,3197,20260424,758,41,1,Retail Store,1,2162.29,0.0,2162.29,1195.36,966.93,Completed
2109,3200,20241011,156,12,1,Online,2,10227.67,10.0,18409.81,15965.04,2444.77,Completed
2110,3201,20250916,358,17,4,Online,1,15476.14,10.0,13928.53,11962.37,1966.16,Completed
2111,3202,20250125,727,21,2,Online,2,5566.15,0.0,11132.3,7571.4,3560.9,Completed
2114,3205,20240810,43,3,4,Online,1,23743.12,5.0,22555.96,19572.85,2983.11,Completed
2115,3206,20250626,466,75,2,Wholesale,1,3268.16,5.0,3104.75,2079.81,1024.94,Completed
2116,3207,20260526,107,68,5,Retail Store,1,1113.39,0.0,1113.39,603.8,509.59,Completed
2117,3208,20250826,663,83,1,Online,1,1117.07,0.0,1117.07,822.39,294.68,Completed
2117,3209,20250826,663,78,1,Online,1,2386.16,10.0,2147.54,1539.39,608.15,Completed
2119,3211,20260309,117,36,1,Online,2,4356.43,0.0,8712.86,5380.76,3332.1,Completed
2119,3212,20260309,117,77,1,Online,1,6440.95,0.0,6440.95,4611.67,1829.28,Completed
2121,3215,20240726,729,80,1,Online,1,4557.3,0.0,4557.3,2931.68,1625.62,Completed
2121,3216,20240726,729,24,1,Online,1,6901.74,0.0,6901.74,4244.54,2657.2,Completed
2123,3218,20250706,596,13,4,Online,2,34166.41,0.0,68332.82,54947.92,13384.9,Completed
2125,3221,20260206,533,67,2,Online,2,1854.0,0.0,3708.0,1990.78,1717.22,Completed
2125,3222,20260206,533,18,2,Online,1,15449.62,0.0,15449.62,12222.69,3226.93,Completed
2126,3223,20260606,376,69,1,Retail Store,2,2060.65,0.0,4121.3,2802.82,1318.48,Completed
2126,3224,20260606,376,22,1,Retail Store,1,5909.06,5.0,5613.61,3718.66,1894.95,Completed
2126,3225,20260606,376,57,1,Retail Store,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
2126,3226,20260606,376,16,1,Retail Store,1,36150.9,0.0,36150.9,26770.37,9380.53,Completed
2128,3228,20260429,335,8,3,Online,1,12524.21,0.0,12524.21,9751.06,2773.15,Completed
2129,3229,20260329,728,30,2,Retail Store,1,3612.36,0.0,3612.36,2455.78,1156.58,Completed
2131,3232,20260109,368,12,3,Retail Store,1,10227.67,0.0,10227.67,7982.52,2245.15,Completed
2132,3233,20250628,492,7,4,Online,2,16362.3,0.0,32724.6,25668.94,7055.66,Completed
2133,3234,20241221,357,39,2,Online,1,1734.26,10.0,1560.83,1106.48,454.35,Completed
2134,3235,20241124,550,73,3,Retail Store,2,4850.84,0.0,9701.68,6796.56,2905.12,Completed
2137,3241,20260121,569,74,1,Retail Store,1,4837.19,0.0,4837.19,3377.85,1459.34,Completed
2140,3244,20260227,435,58,1,Online,1,1470.73,5.0,1397.19,750.5,646.69,Completed
2141,3245,20250423,748,5,2,Online,2,14991.35,0.0,29982.7,23312.28,6670.42,Completed
2142,3246,20250626,523,9,2,Online,2,31536.01,10.0,56764.82,48058.94,8705.88,Completed
2145,3251,20241231,437,85,1,Retail Store,1,417.62,0.0,417.62,280.56,137.06,Completed
2146,3252,20251019,151,88,5,Retail Store,1,946.27,10.0,851.64,708.21,143.43,Completed
2147,3253,20241024,178,74,2,Online,1,4837.19,0.0,4837.19,3377.85,1459.34,Completed
2148,3254,20250728,237,18,1,Online,3,15449.62,0.0,46348.86,36668.07,9680.79,Completed
2148,3255,20250728,237,39,1,Online,1,1734.26,0.0,1734.26,1106.48,627.78,Completed
2149,3256,20260506,702,67,3,Wholesale,3,1854.0,0.0,5562.0,2986.17,2575.83,Completed
2150,3257,20260611,571,37,3,Online,1,1294.79,15.0,1100.57,812.1,288.47,Completed
2151,3258,20240305,202,89,1,Online,2,1041.09,0.0,2082.18,1562.8,519.38,Completed
2155,3263,20251015,351,12,3,Online,1,10227.67,0.0,10227.67,7982.52,2245.15,Completed
2156,3264,20250904,11,77,2,Retail Store,1,6440.95,0.0,6440.95,4611.67,1829.28,Completed
2157,3265,20260606,495,67,4,Online,2,1854.0,0.0,3708.0,1990.78,1717.22,Completed
2157,3266,20260606,495,30,4,Online,3,3612.36,0.0,10837.08,7367.34,3469.74,Completed
2160,3270,20260121,124,50,5,Retail Store,1,2922.94,0.0,2922.94,1701.86,1221.08,Completed
2161,3271,20260205,138,1,1,Online,1,16547.71,0.0,16547.71,12161.38,4386.33,Completed
2163,3273,20250902,202,39,1,Online,1,1734.26,0.0,1734.26,1106.48,627.78,Completed
2163,3274,20250902,202,16,1,Online,1,36150.9,10.0,32535.81,26770.37,5765.44,Completed
2164,3275,20250225,441,86,4,Online,2,1068.62,10.0,1923.52,1592.2,331.32,Completed
2167,3278,20260301,155,33,1,Retail Store,1,7279.95,5.0,6915.95,4659.99,2255.96,Completed
2168,3279,20260412,169,39,1,Online,2,1734.26,0.0,3468.52,2212.96,1255.56,Completed
2169,3280,20250701,711,32,3,Online,1,4474.51,10.0,4027.06,2890.6,1136.46,Completed
2169,3281,20250701,711,83,3,Online,1,1117.07,0.0,1117.07,822.39,294.68,Completed
2170,3282,20251106,241,13,2,Retail Store,1,34166.41,0.0,34166.41,27473.96,6692.45,Completed
2170,3283,20251106,241,70,2,Retail Store,1,4303.2,0.0,4303.2,3122.57,1180.63,Completed
2172,3285,20240602,674,28,2,Retail Store,1,5480.82,0.0,5480.82,3528.95,1951.87,Completed
2172,3286,20240602,674,22,2,Retail Store,2,5909.06,0.0,11818.12,7437.32,4380.8,Completed
2172,3287,20240602,674,70,2,Retail Store,1,4303.2,0.0,4303.2,3122.57,1180.63,Completed
2173,3288,20250507,412,55,1,Online,1,1659.42,0.0,1659.42,903.52,755.9,Completed
2174,3289,20260203,461,54,4,Online,3,2742.3,5.0,7815.56,4775.07,3040.49,Completed
2174,3290,20260203,461,22,4,Online,2,5909.06,0.0,11818.12,7437.32,4380.8,Completed
2175,3291,20260219,484,32,5,Retail Store,1,4474.51,0.0,4474.51,2890.6,1583.91,Completed
2176,3292,20260415,379,53,1,Online,2,3260.34,0.0,6520.68,3759.04,2761.64,Completed
2176,3293,20260415,379,34,1,Online,1,7092.2,10.0,6382.98,4391.4,1991.58,Completed
2177,3294,20250312,342,37,1,Online,1,1294.79,0.0,1294.79,812.1,482.69,Completed
2177,3295,20250312,342,55,1,Online,1,1659.42,0.0,1659.42,903.52,755.9,Completed
2178,3296,20240810,238,6,3,Online,1,20199.11,0.0,20199.11,15957.58,4241.53,Completed
2183,3302,20241224,28,34,3,Retail Store,1,7092.2,0.0,7092.2,4391.4,2700.8,Completed
2183,3303,20241224,28,49,3,Retail Store,1,4047.64,0.0,4047.64,2501.13,1546.51,Completed
2184,3304,20250710,603,41,4,Retail Store,1,2162.29,0.0,2162.29,1195.36,966.93,Completed
2185,3305,20260616,722,84,4,Online,3,634.81,0.0,1904.43,1338.42,566.01,Completed
2186,3306,20260301,1,85,4,Online,1,417.62,0.0,417.62,280.56,137.06,Completed
2187,3307,20240322,343,85,1,Online,1,417.62,5.0,396.74,280.56,116.18,Completed
2189,3310,20250617,238,65,3,Online,2,864.5,10.0,1556.1,943.6,612.5,Completed
2189,3311,20250617,238,25,3,Online,1,1854.98,0.0,1854.98,1229.7,625.28,Completed
2189,3312,20250617,238,2,3,Online,2,22157.13,15.0,37667.12,34805.16,2861.96,Completed
2192,3315,20250619,610,18,3,Online,1,15449.62,0.0,15449.62,12222.69,3226.93,Completed
2192,3316,20250619,610,82,3,Online,2,816.9,0.0,1633.8,1143.34,490.46,Completed
2193,3317,20251018,454,57,3,Retail Store,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
2194,3318,20251213,508,54,3,Retail Store,1,2742.3,0.0,2742.3,1591.69,1150.61,Completed
2194,3319,20251213,508,70,3,Retail Store,2,4303.2,0.0,8606.4,6245.14,2361.26,Completed
2195,3320,20250113,119,53,4,Wholesale,1,3260.34,0.0,3260.34,1879.52,1380.82,Completed
2196,3321,20260123,5,75,2,Online,3,3268.16,5.0,9314.26,6239.43,3074.83,Completed
2198,3325,20241201,32,70,2,Online,1,4303.2,0.0,4303.2,3122.57,1180.63,Completed
2198,3326,20241201,32,29,2,Online,2,3880.7,15.0,6597.19,5027.26,1569.93,Completed
2199,3327,20260424,250,30,1,Wholesale,1,3612.36,10.0,3251.12,2455.78,795.34,Completed
2199,3328,20260424,250,54,1,Wholesale,1,2742.3,0.0,2742.3,1591.69,1150.61,Completed
2201,3330,20250801,617,39,4,Online,3,1734.26,0.0,5202.78,3319.44,1883.34,Completed
2203,3332,20250804,786,56,4,Wholesale,1,2379.66,0.0,2379.66,1198.06,1181.6,Completed
2203,3333,20250804,786,41,4,Wholesale,1,2162.29,0.0,2162.29,1195.36,966.93,Completed
2203,3334,20250804,786,23,4,Wholesale,3,5558.81,0.0,16676.43,11550.03,5126.4,Completed
2204,3335,20240427,507,85,4,Online,3,417.62,0.0,1252.86,841.68,411.18,Completed
2204,3336,20240427,507,17,4,Online,3,15476.14,10.0,41785.58,35887.11,5898.47,Completed
2206,3338,20250614,237,7,1,Online,1,16362.3,0.0,16362.3,12834.47,3527.83,Completed
2206,3339,20250614,237,36,1,Online,1,4356.43,0.0,4356.43,2690.38,1666.05,Completed
2206,3340,20250614,237,31,1,Online,1,4244.99,0.0,4244.99,2676.25,1568.74,Completed
2206,3341,20250614,237,3,1,Online,1,23743.12,10.0,21368.81,19572.85,1795.96,Completed
2207,3342,20260302,20,56,1,Wholesale,1,2379.66,0.0,2379.66,1198.06,1181.6,Completed
2209,3344,20241227,328,69,1,Online,1,2060.65,0.0,2060.65,1401.41,659.24,Completed
2210,3345,20251026,659,20,1,Retail Store,1,2963.93,0.0,2963.93,2025.77,938.16,Completed
2211,3346,20250317,673,14,1,Online,3,15152.85,0.0,45458.55,35366.43,10092.12,Completed
2212,3347,20250811,300,71,4,Wholesale,1,5796.79,0.0,5796.79,3701.33,2095.46,Completed
2213,3348,20251013,794,24,3,Retail Store,2,6901.74,0.0,13803.48,8489.08,5314.4,Completed
2215,3350,20260405,164,85,4,Online,1,417.62,0.0,417.62,280.56,137.06,Completed
2215,3351,20260405,164,48,4,Online,1,3082.84,0.0,3082.84,1808.54,1274.3,Completed
2216,3352,20260319,652,36,3,Online,1,4356.43,0.0,4356.43,2690.38,1666.05,Completed
2216,3353,20260319,652,26,3,Online,2,5258.5,10.0,9465.3,6691.38,2773.92,Completed
2217,3354,20260209,130,7,3,Online,1,16362.3,0.0,16362.3,12834.47,3527.83,Completed
2217,3355,20260209,130,14,3,Online,1,15152.85,0.0,15152.85,11788.81,3364.04,Completed
2218,3356,20260308,744,53,2,Retail Store,1,3260.34,10.0,2934.31,1879.52,1054.79,Completed
2219,3357,20231130,140,86,3,Online,2,1068.62,0.0,2137.24,1592.2,545.04,Completed
2220,3358,20251111,86,51,2,Wholesale,1,3900.27,0.0,3900.27,2399.19,1501.08,Completed
2221,3359,20240829,541,3,3,Retail Store,2,23743.12,10.0,42737.62,39145.7,3591.92,Completed
2221,3360,20240829,541,20,3,Retail Store,1,2963.93,0.0,2963.93,2025.77,938.16,Completed
2221,3361,20240829,541,33,3,Retail Store,1,7279.95,0.0,7279.95,4659.99,2619.96,Completed
2221,3362,20240829,541,8,3,Retail Store,1,12524.21,0.0,12524.21,9751.06,2773.15,Completed
2222,3363,20240606,509,35,3,Retail Store,1,2453.48,0.0,2453.48,1541.17,912.31,Completed
2222,3364,20240606,509,78,3,Retail Store,3,2386.16,5.0,6800.56,4618.17,2182.39,Completed
2223,3365,20240412,40,90,2,Wholesale,1,867.09,5.0,823.74,655.66,168.08,Completed
2224,3366,20251223,551,90,4,Online,1,867.09,15.0,737.03,655.66,81.37,Completed
2224,3367,20251223,551,43,4,Online,1,854.87,0.0,854.87,503.56,351.31,Completed
2224,3368,20251223,551,78,4,Online,1,2386.16,0.0,2386.16,1539.39,846.77,Completed
2224,3369,20251223,551,75,4,Online,1,3268.16,0.0,3268.16,2079.81,1188.35,Completed
2225,3370,20251228,426,55,5,Online,1,1659.42,0.0,1659.42,903.52,755.9,Completed
2226,3371,20250720,794,17,3,Online,2,15476.14,0.0,30952.28,23924.74,7027.54,Completed
2226,3372,20250720,794,16,3,Online,2,36150.9,0.0,72301.8,53540.74,18761.06,Completed
2230,3378,20250507,205,40,1,Retail Store,1,4850.53,10.0,4365.48,2996.07,1369.41,Completed
2231,3379,20250405,108,57,4,Retail Store,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
2233,3381,20241209,365,56,5,Online,3,2379.66,5.0,6782.03,3594.18,3187.85,Completed
2233,3382,20241209,365,47,5,Online,3,1785.27,0.0,5355.81,3091.26,2264.55,Completed
2236,3385,20250428,156,15,1,Online,1,12126.14,0.0,12126.14,8888.96,3237.18,Completed
2238,3387,20250521,749,40,2,Wholesale,1,4850.53,15.0,4122.95,2996.07,1126.88,Completed
2238,3388,20250521,749,17,2,Wholesale,1,15476.14,0.0,15476.14,11962.37,3513.77,Completed
2239,3389,20251101,766,4,1,Retail Store,1,12852.86,0.0,12852.86,10434.18,2418.68,Completed
2240,3390,20250501,387,71,5,Online,3,5796.79,5.0,16520.85,11103.99,5416.86,Completed
2240,3391,20250501,387,52,5,Online,1,4826.75,0.0,4826.75,2945.49,1881.26,Completed
2241,3392,20250805,200,85,3,Online,1,417.62,10.0,375.86,280.56,95.3,Completed
2241,3393,20250805,200,58,3,Online,1,1470.73,0.0,1470.73,750.5,720.23,Completed
2242,3394,20251115,571,74,3,Online,1,4837.19,0.0,4837.19,3377.85,1459.34,Completed
2244,3398,20260119,66,70,2,Retail Store,1,4303.2,0.0,4303.2,3122.57,1180.63,Completed
2245,3399,20240925,717,8,3,Retail Store,1,12524.21,15.0,10645.58,9751.06,894.52,Completed
2245,3400,20240925,717,42,3,Retail Store,2,1830.31,0.0,3660.62,2197.38,1463.24,Completed
2246,3401,20241203,601,7,2,Online,1,16362.3,5.0,15544.18,12834.47,2709.71,Completed
2246,3402,20241203,601,38,2,Online,1,512.6,0.0,512.6,307.01,205.59,Completed
2247,3403,20250815,476,72,2,Wholesale,1,5499.18,0.0,5499.18,3778.94,1720.24,Completed
2247,3404,20250815,476,26,2,Wholesale,1,5258.5,15.0,4469.72,3345.69,1124.03,Completed
2247,3405,20250815,476,37,2,Wholesale,1,1294.79,0.0,1294.79,812.1,482.69,Completed
2248,3406,20260623,366,12,2,Online,3,10227.67,0.0,30683.01,23947.56,6735.45,Completed
2250,3408,20260316,578,11,3,Online,1,4975.98,0.0,4975.98,4015.17,960.81,Completed
2250,3409,20260316,578,19,3,Online,1,4374.56,0.0,4374.56,2639.94,1734.62,Completed
2250,3410,20260316,578,8,3,Online,2,12524.21,15.0,21291.16,19502.12,1789.04,Completed
2250,3411,20260316,578,80,3,Online,2,4557.3,0.0,9114.6,5863.36,3251.24,Completed
2252,3413,20260630,616,13,1,Online,1,34166.41,0.0,34166.41,27473.96,6692.45,Completed
2252,3414,20260630,616,23,1,Online,1,5558.81,0.0,5558.81,3850.01,1708.8,Completed
2253,3415,20260530,461,29,4,Retail Store,1,3880.7,0.0,3880.7,2513.63,1367.07,Completed
2256,3419,20260505,414,64,5,Online,2,935.05,0.0,1870.1,982.9,887.2,Completed
2256,3420,20260505,414,67,5,Online,1,1854.0,0.0,1854.0,995.39,858.61,Completed
2257,3421,20260402,414,3,5,Retail Store,2,23743.12,5.0,45111.93,39145.7,5966.23,Completed
2258,3422,20260502,318,13,1,Retail Store,3,34166.41,0.0,102499.23,82421.88,20077.35,Completed
2259,3423,20251113,86,85,2,Online,1,417.62,0.0,417.62,280.56,137.06,Completed
2259,3424,20251113,86,15,2,Online,1,12126.14,15.0,10307.22,8888.96,1418.26,Completed
2260,3425,20241228,198,78,3,Retail Store,1,2386.16,0.0,2386.16,1539.39,846.77,Completed
2260,3426,20241228,198,28,3,Retail Store,1,5480.82,5.0,5206.78,3528.95,1677.83,Completed
2261,3427,20241027,187,44,5,Online,1,822.56,0.0,822.56,506.28,316.28,Completed
2262,3428,20250818,579,58,2,Online,1,1470.73,0.0,1470.73,750.5,720.23,Completed
2263,3429,20260604,570,13,5,Online,2,34166.41,0.0,68332.82,54947.92,13384.9,Completed
2264,3430,20260101,789,90,4,Retail Store,1,867.09,0.0,867.09,655.66,211.43,Completed
2264,3431,20260101,789,74,4,Retail Store,1,4837.19,0.0,4837.19,3377.85,1459.34,Completed
2264,3432,20260101,789,18,4,Retail Store,1,15449.62,0.0,15449.62,12222.69,3226.93,Completed
2265,3433,20250721,263,21,1,Online,2,5566.15,15.0,9462.46,7571.4,1891.06,Completed
2265,3434,20250721,263,77,1,Online,1,6440.95,0.0,6440.95,4611.67,1829.28,Completed
2266,3435,20240324,379,19,1,Online,1,4374.56,0.0,4374.56,2639.94,1734.62,Completed
2267,3436,20260608,776,48,2,Online,1,3082.84,0.0,3082.84,1808.54,1274.3,Completed
2268,3437,20240412,5,54,2,Wholesale,1,2742.3,0.0,2742.3,1591.69,1150.61,Completed
2269,3438,20260425,758,65,1,Online,1,864.5,5.0,821.28,471.8,349.48,Completed
2272,3444,20240902,115,18,4,Retail Store,1,15449.62,0.0,15449.62,12222.69,3226.93,Completed
2273,3445,20251013,619,57,1,Retail Store,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
2274,3446,20260511,588,58,2,Online,1,1470.73,0.0,1470.73,750.5,720.23,Completed
2276,3449,20241220,319,19,2,Online,2,4374.56,5.0,8311.66,5279.88,3031.78,Completed
2276,3450,20241220,319,75,2,Online,1,3268.16,0.0,3268.16,2079.81,1188.35,Completed
2278,3452,20260421,721,79,4,Wholesale,1,3975.62,0.0,3975.62,2682.42,1293.2,Completed
2279,3453,20251006,476,63,2,Online,3,323.05,10.0,872.24,533.61,338.63,Completed
2280,3454,20250809,636,60,2,Online,1,1873.77,10.0,1686.39,1010.63,675.76,Completed
2280,3455,20250809,636,2,2,Online,1,22157.13,0.0,22157.13,17402.58,4754.55,Completed
2281,3456,20260501,92,39,1,Online,1,1734.26,5.0,1647.55,1106.48,541.07,Completed
2282,3457,20250827,131,46,3,Online,1,2783.21,0.0,2783.21,1644.13,1139.08,Completed
2282,3458,20250827,131,14,3,Online,1,15152.85,0.0,15152.85,11788.81,3364.04,Completed
2284,3461,20231204,516,88,2,Retail Store,1,946.27,10.0,851.64,708.21,143.43,Completed
2285,3462,20240618,297,7,3,Online,2,16362.3,0.0,32724.6,25668.94,7055.66,Completed
2286,3463,20260414,119,36,4,Online,1,4356.43,0.0,4356.43,2690.38,1666.05,Completed
2286,3464,20260414,119,56,4,Online,1,2379.66,0.0,2379.66,1198.06,1181.6,Completed
